reg_code;reg_name;road_code;road_name;road_type;oktmo;address;crash_type_name;crash_date;crash_time;crash_reason;fatalities_amount;victims_amount;vehicles_amount;participants_amount;latitude;longitude
46;Московская область;;мкр. Авиационный-Лямцино-ММК;Региональная или межмуниципальная дорога общего пользования;;ЦФО, Московская область, Городской округ Домодедово;Опрокидывание;20181231;23:55:00;Другие нарушения ПДД водителями;1;0;1;12;55.359795;37.906179
53;Оренбургская область;53К-2118000;Обход г. Оренбурга;Региональная или межмуниципальная дорога общего пользования;53701000;ПФО, Оренбургская область, Оренбург;Наезд на препятствие;20181231;23:55:00;Другие нарушения ПДД водителями;1;0;1;2;51.785876;55.186837
46;Московская область;А-107;"""Московское малое кольцо"" Икша - Ногинск - Бронницы - Голицыно - Истра - Икша";Федеральная дорога общего пользования;46608000;ЦФО, Московская область, Дмитровский район;Опрокидывание;20181231;23:40:00;Превышение установленной скорости движения;1;0;1;2;56.137324;37.458766
8;Хабаровский край;А-375;"""Восток"" Хабаровск - Красный Яр - Ариадное - Чугуевка - Находка";Федеральная дорога общего пользования;8655000;ДФО, Хабаровский край, Хабаровский район;Наезд на пешехода;20181231;23:20:00;Нахождение на проезжей части без цели её перехода, Другие нарушения ПДД водителями;0;1;1;2;48.467142;135.439112
35;Республика Крым;35Н-076;Симферополь - Севастополь - Бахчисарай;Региональная или межмуниципальная дорога общего пользования;;ЮФО, Республика Крым, Бахчисарайский район;Наезд на пешехода;20181231;23:00:00;Нарушение правил проезда пешеходного перехода;1;0;1;2;44.744066;33.846538
26;Республика Ингушетия;Р-217;"""Кавказ"" автомобильная дорога М-4 ""Дон"" - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление)";Федеральная дорога общего пользования;;СКФО, Республика Ингушетия, Назрановский;Столкновение;20181231;21:50:00;Выезд на полосу встречного движения;1;0;5;5;43.275682;44.858766
1;Алтайский край;;Вторая Каменка - Гилево;Региональная или межмуниципальная дорога общего пользования;1625417101;СФО, Алтайский край, Локтевский район, Гилевский, с Гилево;Наезд на пешехода;20181231;21:40:00;Несоответствие скорости конкретным условиям движения;1;0;1;2;51.10266;81.81922
80;Республика Башкортостан;М-7;"""Волга"" Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление)";Федеральная дорога общего пользования;80640000;ПФО, Республика Башкортостан, Кушнаренковский район;Столкновение;20181231;21:40:00;Нарушение правил обгона;2;0;2;3;55.1391;55.166903
56;Пензенская область;;"""Автодорога """"р.п. Беково - с. Варварино - р.п. Тамала""""""";Региональная или межмуниципальная дорога общего пользования;56609402101;ПФО, Пензенская область, Бековский район, Вертуновский, с Вертуновка;Наезд на пешехода;20181231;21:20:00;Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка), Другие нарушения ПДД водителями;1;0;1;2;52.439256;43.586283
35;Республика Крым;35К-023;Восточный обход г. Симферополя;Региональная или межмуниципальная дорога общего пользования;;ЮФО, Республика Крым, Симферополь;Наезд на пешехода;20181231;21:10:00;Другие нарушения ПДД водителями, Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода;1;0;1;2;44.985996;34.127258
35;Республика Крым;35К-015;Раздольное - Евпатория;Региональная или межмуниципальная дорога общего пользования;;ЮФО, Республика Крым, Раздольненский район;Столкновение;20181231;21:00:00;Нарушение требований дорожных знаков;2;0;2;3;45.45986;33.577931
79;Республика Адыгея;М-4;"""Дон"" Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление)";Федеральная дорога общего пользования;79633000;ЮФО, Республика Адыгея, Теучежский район;Опрокидывание;20181231;21:00:00;Несоответствие скорости конкретным условиям движения;1;0;1;12;44.953349;39.122518
7;Ставропольский край;;Ачикулак - Махмуд-Мектеб Тукуй Мектеб 0000 - 46970;Региональная или межмуниципальная дорога общего пользования;7641413;СКФО, Ставропольский край, Нефтекумский район, Махмуд-Мектебский;Опрокидывание;20181231;21:00:00;Другие нарушения ПДД водителями;4;0;1;4;44.479483;45.035706
3;Краснодарский край;;г.Армавир-с.Успенское-г.Невинномысск;Региональная или межмуниципальная дорога общего пользования;3656410101;ЮФО, Краснодарский край, Успенский район, Коноковский, с Коноково;Столкновение;20181231;20:59:00;Несоблюдение очередности проезда;1;0;2;2;44.8685;41.322531
93;Республика Тыва;;Подъезд к с. Кара-Хаак;Региональная или межмуниципальная дорога общего пользования;93701000;СФО, Республика Тыва, Кызыл;Столкновение;20181231;20:50:00;Неправильный выбор дистанции;1;0;3;2;51.733886;94.415903
57;Пермский край;Р-242;Пермь - Екатеринбург;Федеральная дорога общего пользования;57651000;ПФО, Пермский край, Суксунский район;Столкновение;20181231;20:40:00;Несоответствие скорости конкретным условиям движения;4;2;3;5;57.123371;57.30634
97;Чувашская Республика — Чувашия;;"""Аликово-Старые Атаи-а/д """"Сура""""""";Региональная или межмуниципальная дорога общего пользования;97605415101;ПФО, Чувашская Республика - Чувашия, Аликовский район, Большевыльская, с Большая Выла;Столкновение;20181231;20:35:00;Неправильный выбор дистанции;1;0;2;2;55.730221;46.539094
30;Камчатский край;;г.П-Камчатский - с.Мильково;Региональная или межмуниципальная дорога общего пользования;30607000;ДФО, Камчатский край, Елизовский район;Столкновение;20181231;20:18:00;Неправильный выбор дистанции;2;0;2;3;53.085319;158.563442
25;Иркутская область;;Иркутск-Качуг;Региональная или межмуниципальная дорога общего пользования;;СФО, Иркутская область, Баяндаевский район;Опрокидывание;20181231;20:11:00;Другие нарушения ПДД водителями;0;1;1;2;53.273991;105.901895
50;Новосибирская область;;К-17р Новосибирск - Кочки - Павлодар (в пред.РФ);Региональная или межмуниципальная дорога общего пользования;50640000;СФО, Новосибирская область, Новосибирский район;Столкновение;20181231;20:10:00;Выезд на полосу встречного движения;1;0;2;2;54.863901;82.750096
30;Камчатский край;;с/х Начикинский-п.Усть-Большерецк-п.Октябрьский с подъездом к пристани Косоево и к/з Октябрьской революции.;Региональная или межмуниципальная дорога общего пользования;30616000;ДФО, Камчатский край, Усть-Большерецкий район;Опрокидывание;20181231;20:00:00;Несоблюдение бокового интервала;1;0;2;3;52.901745;156.944783
29;Калужская область;;Калуга - Ферзиково - Таруса - Серпухов - Авчурино;Региональная или межмуниципальная дорога общего пользования;29644000;ЦФО, Калужская область, Ферзиковский район;Столкновение;20181231;20:00:00;Нарушение правил расположения ТС на проезжей части;3;0;2;4;54.533994;36.500809
33;Кировская область;;Киров - Советск - Яранск;Региональная или межмуниципальная дорога общего пользования;33631000;ПФО, Кировская область, Пижанский район;Наезд на пешехода;20181231;20:00:00;Нахождение на проезжей части без цели её перехода;1;0;1;2;57.458566;48.577209
99;Еврейская автономная область;;Подъезд к международному речному порту в с. Н. Ленинское;Региональная или межмуниципальная дорога общего пользования;99610000;ДФО, Еврейская автономная область, Ленинский район;Наезд на пешехода;20181231;20:00:00;Иные нарушения ПДД пешеходом;1;0;1;2;47.977742;132.620945
11;Архангельская область;11Р-001;Архангельск (от пос. Брин-Наволок) Каргополь Вытегра (до с. Прокшино);Региональная или межмуниципальная дорога общего пользования;11650000;СЗФО, Архангельская область, Плесецкий район;Столкновение;20181231;20:00:00;Другие нарушения ПДД водителями;6;0;2;5;62.974301;40.261545
70;Тульская область;;Щекино-Одоев-Арсеньево;Региональная или межмуниципальная дорога общего пользования;70648000;ЦФО, Тульская область, Щекинский район;Наезд на пешехода;20181231;19:40:00;Другие нарушения ПДД водителями, Иные нарушения ПДД пешеходом;0;1;2;3;53.985317;37.4687
17;Владимирская область;М-7;"""Волга"" Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление)";Федеральная дорога общего пользования;17625000;ЦФО, Владимирская область, Камешковский район;Наезд на препятствие;20181231;19:25:00;Другие нарушения ПДД водителями;1;0;1;12;56.153904;40.921004
80;Республика Башкортостан;;Подъезд к д.Азикеево;Региональная или межмуниципальная дорога общего пользования;80642000;ПФО, Республика Башкортостан, Мечетлинский район;Наезд на пешехода;20181231;19:10:00;Иные нарушения ПДД пешеходом;0;1;1;2;56.033739;58.235435
3;Краснодарский край;М-4;"""Дон"" Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление)";Федеральная дорога общего пользования;3612000;ЮФО, Краснодарский край, Выселковский район;Наезд на пешехода;20181231;19:00:00;Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины;1;0;2;2;45.66755;39.59382
22;Нижегородская область;22К-0016;Семенов - Ковернино;Региональная или межмуниципальная дорога общего пользования;22634000;ПФО, Нижегородская область, Ковернинский район;Наезд на пешехода;20181231;18:55:00;Нахождение на проезжей части без цели её перехода;1;0;1;2;57.106792;43.935378
79;Республика Адыгея;А-159;подъездная дорога от г. Майкопа к Кавказскому государственному биосферному заповеднику;Федеральная дорога общего пользования;;ЮФО, Республика Адыгея, Майкопский район, п Победа;Наезд на пешехода;20181231;18:30:00;Иные нарушения ПДД пешеходом, Другие нарушения ПДД водителями;0;2;1;3;44.554332;40.148098
79;Республика Адыгея;А-146;Южный подъезд к г. Краснодару от а/д А-146;Федеральная дорога общего пользования;79630159;ЮФО, Республика Адыгея, Тахтамукайский район, Яблоновский;Наезд на стоящее ТС;20181231;18:10:00;Другие нарушения ПДД водителями, Другие нарушения ПДД водителями;2;0;2;3;45.018252;38.93721
12;Астраханская область;Р-22;"«Каспий» автомобильная дорога М-4 ""Дон"" - Тамбов - Волгоград – Астрахань (основное направление)";Федеральная дорога общего пользования;;ЮФО, Астраханская область, Астрахань, Трусовский;Наезд на пешехода;20181231;18:05:00;Неподчинение сигналам регулирования (пешеход), Неподчинение сигналам регулирования (пешеход);3;0;1;3;46.416773;47.976447
56;Пензенская область;;"""Автодорога """"г. Пенза - р.п. Шемышейка - с. Лопатино""""""";Региональная или межмуниципальная дорога общего пользования;56655429;ПФО, Пензенская область, Пензенский район, Засечный;Наезд на пешехода;20181231;18:00:00;Несоответствие скорости конкретным условиям движения, Ходьба вдоль проезжей части попутного направления вне населенного пункта при удовлетворительном состоянии обочины;1;0;1;2;53.1058;45.0643
3;Краснодарский край;А-147;Джубга - Сочи - граница с Республикой Абхазия;Федеральная дорога общего пользования;;ЮФО, Краснодарский край, Сочи, Адлерский;Наезд на пешехода;20181231;18:00:00;Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода;1;0;1;2;43.41797;39.968745
3;Краснодарский край;;г.Кропоткин-ст.Темижбекская;Региональная или межмуниципальная дорога общего пользования;3618410101;ЮФО, Краснодарский край, Кавказский район, Кавказский, ст-ца Кавказская;Наезд на пешехода;20181231;18:00:00;Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода;0;1;1;2;45.436316;40.651689
24;Ивановская область;;Велизанец-Кинешма;Региональная или межмуниципальная дорога общего пользования;24611000;ЦФО, Ивановская область, Кинешемский район;Съезд с дороги;20181231;17:55:00;Другие нарушения ПДД водителями;4;0;1;4;57.441324;42.072873
7;Ставропольский край;Р-217;Подъезд к городу Черкесск от а/д Р-217;Федеральная дорога общего пользования;7628000;СКФО, Ставропольский край, Кочубеевский район;Столкновение;20181231;17:45:00;Несоблюдение очередности проезда;2;0;2;4;44.703955;41.811991
46;Московская область;;Сергиев Посад-Калязин-Рыбинск-Череповец;Региональная или межмуниципальная дорога общего пользования;46615101;ЦФО, Московская область, Сергиево-Посадский район, Сергиев Посад;Наезд на пешехода;20181231;17:45:00;Нарушение правил проезда пешеходного перехода;1;0;1;2;56.322754;38.135616
57;Пермский край;;Пермь-Березники;Региональная или межмуниципальная дорога общего пользования;57653000;ПФО, Пермский край, Усольский район;Столкновение;20181231;17:30:00;Выезд на полосу встречного движения;1;0;2;3;59.12734;56.764684
17;Владимирская область;М-7;Подъезд к городу Иваново от а/д М-7;Федеральная дорога общего пользования;;ЦФО, Владимирская область, Владимир, Ленинский;Наезд на пешехода;20181231;17:30:00;Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода;1;0;1;2;56.099021;40.267628
22;Нижегородская область;М-7;"""Волга"" Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление)";Федеральная дорога общего пользования;22637000;ПФО, Нижегородская область, Кстовский район;Наезд на препятствие;20181231;17:20:00;Несоответствие скорости конкретным условиям движения;1;0;1;12;56.214866;44.079251
22;Нижегородская область;22Р-0152;Шопша - Иваново - Н.Новгород;Региональная или межмуниципальная дорога общего пользования;22605000;ПФО, Нижегородская область, Балахнинский район;Столкновение;20181231;16:50:00;Несоответствие скорости конкретным условиям движения, Выезд на полосу встречного движения;2;0;2;3;56.579839;43.472729
33;Кировская область;;Киров - Кирово-Чепецк - Зуевка - Фаленки - Демаки - гр. Удмуртии;Региональная или межмуниципальная дорога общего пользования;33614000;ПФО, Кировская область, Зуевский район;Опрокидывание;20181231;16:45:00;Несоответствие скорости конкретным условиям движения;1;0;1;12;58.375016;51.138858
78;Ярославская область;;ЯРОСЛАВЛЬ-ЛЮБИМ;Региональная или межмуниципальная дорога общего пользования;78650000;ЦФО, Ярославская область, Ярославский район;Столкновение;20181231;16:43:00;Выезд на полосу встречного движения;3;0;2;4;57.737609;40.032871
94;Удмуртская Республика;;Воткинск-Кельчино-гр.Пермской обл. 34,6;Региональная или межмуниципальная дорога общего пользования;94608000;ПФО, Удмуртская Республика, Воткинский район;Столкновение;20181231;16:30:00;Несоответствие скорости конкретным условиям движения, Выезд на полосу встречного движения;4;0;2;4;57.141141;54.122601
17;Владимирская область;;Владимир - Муром - Арзамас;Региональная или межмуниципальная дорога общего пользования;17652000;ЦФО, Владимирская область, Судогодский район;Опрокидывание;20181231;16:30:00;Несоответствие скорости конкретным условиям движения;2;0;1;2;56.061207;40.511055
19;Вологодская область;;Урень- Шарья- Никольск- Котлас;Региональная или межмуниципальная дорога общего пользования;19614416101;СЗФО, Вологодская область, Великоустюгский район, Красавинский, с Васильевское;Наезд на пешехода;20181231;16:30:00;Нарушение правил проезда пешеходного перехода;0;1;1;2;60.930333;46.466321
4;Красноярский край;;Красноярск-Железногорск (4,93-27,04 км);Региональная или межмуниципальная дорога общего пользования;4605000;СФО, Красноярский край, Березовский район;Столкновение;20181231;16:00:00;Выезд на полосу встречного движения;2;1;2;3;56.040986;93.170736
33;Кировская область;Р-243;Кострома – Шарья – Киров - Пермь;Федеральная дорога общего пользования;;ПФО, Кировская область, Киров, Первомайский;Столкновение;20181231;15:45:00;Выезд на полосу встречного движения в местах, где это запрещено;2;1;2;3;58.683708;49.667881
60;Ростовская область;М-4;"""Дон"" Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление)";Федеральная дорога общего пользования;60602000;ЮФО, Ростовская область, Аксайский район;Съезд с дороги;20181231;15:40:00;Другие нарушения ПДД водителями;6;0;1;5;47.510389;39.970708
46;Московская область;;Серпухов-Данки-Турово;Региональная или межмуниципальная дорога общего пользования;46651000;ЦФО, Московская область, Городской округ Серпухов;Столкновение;20181231;15:20:00;Выезд на полосу встречного движения;2;0;2;2;54.906395;37.509657
60;Ростовская область;А-280;Ростов-на-Дону - Таганрог - граница с Украиной;Федеральная дорога общего пользования;60636000;ЮФО, Ростовская область, Неклиновский район;Столкновение;20181231;15:15:00;Несоблюдение бокового интервала;1;0;2;2;47.215254;38.770452
85;Республика Калмыкия;;Элиста-Ремонтное;Региональная или межмуниципальная дорога общего пользования;85637000;ЮФО, Республика Калмыкия, Целинный район;Опрокидывание;20181231;15:15:00;Нарушение правил расположения ТС на проезжей части;1;0;1;12;46.34475;44.007947
3;Краснодарский край;;ст.Отрадная-ст.Подгорная Синюха;Региональная или межмуниципальная дорога общего пользования;3637000;ЮФО, Краснодарский край, Отрадненский район;Опрокидывание;20181231;15:15:00;Нарушение правил расположения ТС на проезжей части;1;0;1;12;44.380435;41.256409
17;Владимирская область;;Владимир - Муром - Арзамас;Региональная или межмуниципальная дорога общего пользования;17652000;ЦФО, Владимирская область, Судогодский район;Столкновение;20181231;15:05:00;Выезд на полосу встречного движения;1;0;2;2;56.053252;40.526462
718;Ханты-Мансийский автономный округ — Югра;;а/д г.Сургут - г.Нижневартовск;Региональная или межмуниципальная дорога общего пользования;71819000;УФО, Ханты-Мансийский автономный округ, Нижневартовский район;Опрокидывание;20181231;15:00:00;;1;0;1;12;61.215974;75.357542
57;Пермский край;Р-242;Пермь - Екатеринбург;Федеральная дорога общего пользования;57651000;ПФО, Пермский край, Суксунский район;Опрокидывание;20181231;14:55:00;Несоответствие скорости конкретным условиям движения;2;0;1;3;57.185018;57.125365
20;Воронежская область;М-4;"""Дон"" Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление)";Федеральная дорога общего пользования;20633000;ЦФО, Воронежская область, Павловский район;Столкновение;20181231;14:50:00;Выезд на полосу встречного движения;1;0;3;2;50.569992;40.069284
3;Краснодарский край;;подъезд к ст.Неберджаевская;Региональная или межмуниципальная дорога общего пользования;3625412116;ЮФО, Краснодарский край, Крымский район, Нижнебаканский, ст-ца Неберджаевская;Столкновение;20181231;14:45:00;Несоблюдение очередности проезда;2;0;2;3;44.837727;37.906609
33;Кировская область;;Киров - Кирово-Чепецк - Зуевка - Фаленки - Демаки - гр. Удмуртии;Региональная или межмуниципальная дорога общего пользования;33618000;ПФО, Кировская область, Кирово-Чепецкий район;Столкновение;20181231;14:20:00;Нарушение правил расположения ТС на проезжей части, Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия;1;0;3;4;58.46332;49.758732
78;Ярославская область;;ДАНИЛОВ-ПОШЕХОНЬЕ;Региональная или межмуниципальная дорога общего пользования;78615000;ЦФО, Ярославская область, Даниловский район;Столкновение;20181231;14:10:00;Нарушение правил расположения ТС на проезжей части;2;2;2;4;58.259404;40.074091
71;Тюменская область;;Абатское - Викулово;Региональная или межмуниципальная дорога общего пользования;71603000;УФО, Тюменская область, Абатский район;Столкновение;20181231;13:54:00;Превышение установленной скорости движения;1;1;2;3;56.305753;70.45558
17;Владимирская область;М-7;Подъезд к городу Иваново от а/д М-7;Федеральная дорога общего пользования;;ЦФО, Владимирская область, Владимир, Ленинский;Наезд на препятствие;20181231;13:45:00;Несоответствие скорости конкретным условиям движения;2;0;2;3;56.098363;40.263627
53;Оренбургская область;Р-239;Казань - Оренбург - Акбулак - граница с Республикой Казахстан (основное направление);Федеральная дорога общего пользования;53638000;ПФО, Оренбургская область, Пономаревский район;Столкновение;20181231;13:35:00;Другие нарушения ПДД водителями;1;0;2;5;53.253044;54.164743
47;Мурманская область;Р-21;"""Кола"" Санкт-Петербург - Петрозаводск - Мурманск - Печенга - граница с Королевством Норвегия (основное направление)";Федеральная дорога общего пользования;47717000;СЗФО, Мурманская область, Оленегорск (городской округ);Наезд на препятствие;20181231;13:30:00;Иные нарушения ПДД пассажирами, Несоответствие скорости конкретным условиям движения;1;0;1;2;68.113446;33.30912
85;Республика Калмыкия;Р-22;Подъезд к городу Элиста от а/д Р-22;Федеральная дорога общего пользования;85637000;ЮФО, Республика Калмыкия, Целинный район;Столкновение;20181231;13:30:00;Неправильный выбор дистанции;2;0;2;4;46.719431;44.318912
41;Ленинградская область;А-120;"""Санкт-Петербургское южное полукольцо"" Кировск - Мга - Гатчина - Большая Ижора";Федеральная дорога общего пользования;41648000;СЗФО, Ленинградская область, Тосненский район;Наезд на стоящее ТС;20181231;13:30:00;Неправильный выбор дистанции;1;0;2;2;59.542172;30.554652
24;Ивановская область;;Кинешма-Юрьевец-Пучеж-Пурех;Региональная или межмуниципальная дорога общего пользования;24611000;ЦФО, Ивановская область, Кинешемский район;Столкновение;20181231;13:00:00;Нарушение правил обгона;1;0;2;2;57.396757;42.473981
91;Карачаево-Черкесская Республика;;Майкоп-Зеленчукская;Региональная или межмуниципальная дорога общего пользования;91610000;СКФО, Карачаево-Черкесская Республика, Зеленчукский район;Опрокидывание;20181231;13:00:00;Несоответствие скорости конкретным условиям движения;7;0;1;6;43.91023;41.459441
28;Тверская область;М-11;Скоростная автомобильная дорога Москва – Санкт-Петербург (основное направление);Федеральная дорога общего пользования;28654000;ЦФО, Тверская область, Торжокский район;Наезд на препятствие;20181231;13:00:00;Нарушение правил расположения ТС на проезжей части;1;0;1;2;57.238726;34.899884
20;Воронежская область;;БОГУЧАР - КАНТЕМИРОВКА;Региональная или межмуниципальная дорога общего пользования;20605000;ЦФО, Воронежская область, Богучарский район;Наезд на препятствие;20181231;13:00:00;Нарушение правил расположения ТС на проезжей части;1;0;1;12;49.9028;40.4144
88;Республика Марий Эл;;Звенигово - Шелангер - Морки;Региональная или межмуниципальная дорога общего пользования;88632000;ПФО, Республика Марий Эл, Моркинский район;Столкновение;20181231;13:00:00;Несоблюдение очередности проезда;3;0;2;4;56.429371;48.94436
29;Калужская область;;Брянск-Людиново-Киров-А - 101;Региональная или межмуниципальная дорога общего пользования;29604000;ЦФО, Калужская область, Барятинский район;Съезд с дороги;20181231;12:40:00;Другие нарушения ПДД водителями;2;0;1;2;54.374671;34.325967
89;Республика Мордовия;;Ковылкино-Краснослободск-Ельники-Первомайск;Региональная или межмуниципальная дорога общего пользования;89618000;ПФО, Республика Мордовия, Ельниковский район;Съезд с дороги;20181231;12:30:00;Другие нарушения ПДД водителями;1;0;1;12;54.6397;43.8886
5;Приморский край;;Артем - Находка - порт Восточный;Региональная или межмуниципальная дорога общего пользования;5657000;ДФО, Приморский край, Шкотовский район;Наезд на пешехода;20181231;12:30:00;Другие нарушения ПДД водителями;1;0;1;2;43.097849;132.39212
24;Ивановская область;М-7;Подъезд к городу Иваново от а/д М-7;Федеральная дорога общего пользования;24607000;ЦФО, Ивановская область, Ивановский район;Столкновение;20181231;12:20:00;Другие нарушения ПДД водителями;6;0;2;5;56.885377;40.943384
60;Ростовская область;;автомобильная дорога г. Новочеркасск пос. Багаевский;Региональная или межмуниципальная дорога общего пользования;60641000;ЮФО, Ростовская область, Октябрьский район;Столкновение;20181231;12:20:00;Другие нарушения ПДД водителями;2;0;2;4;47.404921;40.335317
5;Приморский край;;Раздольное - Хасан;Региональная или межмуниципальная дорога общего пользования;5648000;ДФО, Приморский край, Хасанский район;Столкновение;20181231;12:17:00;Выезд на полосу встречного движения;3;0;2;4;43.15876;131.438026
81;Республика Бурятия;;Улан-Удэ-Турунтаево-Курумкан-Новый Уоян;Региональная или межмуниципальная дорога общего пользования;81603000;ДФО, Республика Бурятия, Баргузинский район;Столкновение;20181231;12:15:00;Выезд на полосу встречного движения;1;0;2;3;53.488697;109.324522
87;Республика Коми;87К-117;Подъезд к пгт Ярега от а/д Сыктывкар - Нарьян-Мар;Региональная или межмуниципальная дорога общего пользования;87725000;СЗФО, Республика Коми, Ухта;Столкновение;20181231;12:11:00;Выезд на полосу встречного движения;8;0;2;8;63.543754;53.605857
66;Смоленская область;Р-120;Юго-западный обход г. Смоленска;Федеральная дорога общего пользования;66644421;ЦФО, Смоленская область, Смоленский район, Гнездовский;Опрокидывание;20181231;12:10:00;Несоответствие скорости конкретным условиям движения;1;0;1;12;54.771138;31.8278
41;Ленинградская область;М-10;"""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)";Федеральная дорога общего пользования;41648000;СЗФО, Ленинградская область, Тосненский район;Столкновение;20181231;12:00:00;Нарушение правил перестроения;1;0;2;2;59.262788;31.3959
71;Тюменская область;;Заводоуковск - Падун;Региональная или межмуниципальная дорога общего пользования;71703000;УФО, Тюменская область, Заводоуковский городской округ;Съезд с дороги;20181231;11:55:00;Превышение установленной скорости движения;2;0;1;2;56.521767;66.561012
46;Московская область;М-8;"""Холмогоры"" Москва - Ярославль - Вологда – Архангельск (основное направление)";Федеральная дорога общего пользования;46647000;ЦФО, Московская область, Пушкинский район;Наезд на пешехода;20181231;11:55:00;Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода;1;0;1;2;56.082693;37.920835
32;Кемеровская область;Р-255;"""Сибирь"" Новосибирск - Кемерово - Красноярск – Иркутск (основное направление)";Федеральная дорога общего пользования;;СФО, Кемеровская область, Кемерово, Рудничный;Столкновение;20181231;11:35:00;Выезд на полосу встречного движения;3;0;2;3;55.529298;86.159838
10;Амурская область;;Благовещенск Бибиково;Региональная или межмуниципальная дорога общего пользования;10611000;ДФО, Амурская область, Благовещенский район;Столкновение;20181231;11:33:00;Другие нарушения ПДД водителями;2;0;3;3;50.314133;127.490158
22;Нижегородская область;22Р-0159;Н.Новгород - Шахунья - Киров;Региональная или межмуниципальная дорога общего пользования;;ПФО, Нижегородская область, Городской округ г. Бор;Столкновение;20181231;11:30:00;Несоответствие скорости конкретным условиям движения, Выезд на полосу встречного движения;1;0;2;2;56.394875;44.005963
57;Пермский край;М-7;Подъезд к городу Пермь от а/д М-7;Федеральная дорога общего пользования;57634000;ПФО, Пермский край, Нытвенский район;Столкновение;20181231;11:10:00;Превышение установленной скорости движения, Выезд на полосу встречного движения;3;1;2;6;57.978505;55.3335
47;Мурманская область;Р-21;"""Кола"" Санкт-Петербург - Петрозаводск - Мурманск - Печенга - граница с Королевством Норвегия (основное направление)";Федеральная дорога общего пользования;47605000;СЗФО, Мурманская область, Кольский район;Столкновение;20181231;11:10:00;Нарушение правил расположения ТС на проезжей части;1;0;2;2;68.860669;33.122063
