reg_code;reg_name;road_code;road_name;road_type;oktmo;address;crash_type_name;crash_date;crash_time;crash_reason;fatalities_amount;victims_amount;vehicles_amount;participants_amount;latitude;longitude
50;Новосибирская область;Р-254;"""Иртыш"" Челябинск - Курган - Омск - Новосибирск (основное направление)";Федеральная дорога общего пользования;50623000;СФО, Новосибирская область, Коченевский район;Наезд на пешехода;20180720;2:00:00;Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка);1;0;1;2;55.065295;82.170417
78;Ярославская область;М-8;Подъезд к городу Кострома от а/д М-8;Федеральная дорога общего пользования;78650000;ЦФО, Ярославская область, Ярославский район;Столкновение;20180720;1:05:00;Неправильный выбор дистанции;3;1;7;6;57.55404;40.19891
93;Республика Тыва;;автодорога А-162 Кызыл - Ак-Довурак;Региональная или межмуниципальная дорога общего пользования;93610000;СФО, Республика Тыва, Барун-Хемчикский кожуун;Опрокидывание;20180720;0:50:00;Нарушение правил расположения ТС на проезжей части;4;0;1;4;51.202689;90.750718
20;Воронежская область;М-4;"""Дон"" Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление)";Федеральная дорога общего пользования;20643000;ЦФО, Воронежская область, Рамонский район;Столкновение;20180720;0:50:00;Выезд на полосу встречного движения;1;0;3;2;51.9092;39.2194
60;Ростовская область;;автомобильная дорога г. Азов - пос. Васильево-Петровское с. Самарское;Региональная или межмуниципальная дорога общего пользования;60601000;ЮФО, Ростовская область, Азовский район;Наезд на препятствие;20180720;0:30:00;Несоответствие скорости конкретным условиям движения;1;0;1;12;46.969359;39.477181
718;Ханты-Мансийский автономный округ — Югра;Р-404;Тюмень - Тобольск - Ханты-Мансийск (основное направление);Федеральная дорога общего пользования;71818000;УФО, Ханты-Мансийский автономный округ, Нефтеюганский район;Наезд на стоящее ТС;20180720;0:25:00;Другие нарушения ПДД водителями;2;0;3;4;60.000284;71.291313
63;Саратовская область;;"""автомобильная дорога """"Сызрань - Саратов - Волгоград - Пристанное - Ершов - Озинки - граница Казахстана""""""";Региональная или межмуниципальная дорога общего пользования;63644000;ПФО, Саратовская область, Советский район;Наезд на пешехода;20180720;0:15:00;Иные нарушения ПДД пешеходом;1;0;1;2;51.283461;46.872783
41;Ленинградская область;Р-21;"""Кола"" Санкт-Петербург - Петрозаводск - Мурманск - Печенга - граница с Королевством Норвегия (основное направление)";Федеральная дорога общего пользования;41612000;СЗФО, Ленинградская область, Всеволожский район;Наезд на пешехода;20180720;0:15:00;Переход через проезжую часть вне пешеходного перехода в зоне его видимости либо при наличии в непосредственной близости подземного (надземного) пешеходного перехода;0;1;2;2;59.8975;30.6836
3;Краснодарский край;М-4;"""Дон"" Москва - Воронеж - Ростов-на-Дону - Краснодар – Новороссийск (основное направление)";Федеральная дорога общего пользования;3614000;ЮФО, Краснодарский край, Динской район;Столкновение;20180720;0:05:00;Превышение установленной скорости движения;3;0;3;4;45.328081;39.256167
64;Сахалинская область;;Южно-Сахалинск - Оха;Региональная или межмуниципальная дорога общего пользования;64746000;ДФО, Сахалинская область, Смирныховский район;Опрокидывание;20180719;23:45:00;Другие нарушения ПДД водителями;2;0;1;2;49.885455;142.786646
45;Москва;;Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона;Региональная или межмуниципальная дорога общего пользования;45907000;ЦФО, Москва, Юго-Западный АО, Теплый Стан;Столкновение;20180719;23:40:00;Неправильный выбор дистанции;2;0;3;5;55.620921;37.480867
92;Республика Татарстан;16К-1440;Набережные Челны - Сарманово;Региональная или межмуниципальная дорога общего пользования;92657000;ПФО, Республика Татарстан, Тукаевский район;Столкновение;20180719;23:20:00;Неправильный выбор дистанции;2;0;3;3;55.470736;52.537415
38;Курская область;;КУРСК-ЛЬГОВ-РЫЛЬСК-ГРАНИЦА УКРАИНЫ;Региональная или межмуниципальная дорога общего пользования;38621000;ЦФО, Курская область, Курчатовский район;Наезд на препятствие;20180719;23:05:00;Другие нарушения ПДД водителями;0;1;1;12;51.656544;35.616796
24;Ивановская область;М-7;Подъезд к городу Иваново от а/д М-7;Федеральная дорога общего пользования;24607000;ЦФО, Ивановская область, Ивановский район;Наезд на велосипедиста;20180719;22:55:00;Другие нарушения ПДД водителями, Другие нарушения ПДД водителями;0;2;2;2;56.89316;40.938749
82;Республика Дагестан;Р-215;Астрахань - Кочубей - Кизляр - Махачкала;Федеральная дорога общего пользования;82607000;СКФО, Республика Дагестан, Бабаюртовский район;Столкновение;20180719;22:40:00;Несоблюдение очередности проезда;4;0;2;6;43.586577;46.73408
46;Московская область;;Щелково-Фряново;Региональная или межмуниципальная дорога общего пользования;46659101;ЦФО, Московская область, Щелковский район, Щелково;Наезд на пешехода;20180719;22:40:00;Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка);1;0;1;2;55.924562;37.999585
75;Челябинская область;М-5;"""Урал"" Москва - Рязань - Пенза - Самара - Уфа – Челябинск (основное направление)";Федеральная дорога общего пользования;75657000;УФО, Челябинская область, Чебаркульский район;Столкновение;20180719;22:35:00;Нарушение правил расположения ТС на проезжей части;2;0;3;3;54.936733;60.769672
46;Московская область;М-4;Платные участки от Москвы через Воронеж, Ростов-на-Дону, Краснодар до Новороссийска;Федеральная дорога общего пользования;46620000;ЦФО, Московская область, Каширский район;Наезд на препятствие;20180719;22:30:00;Несоответствие скорости конкретным условиям движения;1;0;1;12;54.828393;38.038942
25;Иркутская область;;Иркутск-Качуг;Региональная или межмуниципальная дорога общего пользования;;СФО, Иркутская область, Эхирит-Булагатский район;Наезд на животное;20180719;22:30:00;Другие нарушения ПДД водителями;1;0;1;3;52.864823;104.898663
66;Смоленская область;66Н-2510;Ярцево - Засижье;Региональная или межмуниципальная дорога общего пользования;66658000;ЦФО, Смоленская область, Ярцевский район;Опрокидывание;20180719;22:28:00;Другие нарушения ПДД водителями;2;0;1;12;55.049165;32.778558
3;Краснодарский край;;г.Краснодар - г.Ейск;Региональная или межмуниципальная дорога общего пользования;3614000;ЮФО, Краснодарский край, Динской район;Столкновение;20180719;22:15:00;Неправильный выбор дистанции;1;0;2;3;45.258017;38.998075
25;Иркутская область;Р-255;"""Сибирь"" Новосибирск - Кемерово - Красноярск – Иркутск (основное направление)";Федеральная дорога общего пользования;25622000;СФО, Иркутская область, Куйтунский район;Наезд на пешехода;20180719;22:10:00;Иные нарушения ПДД пешеходом;1;0;1;2;54.454847;101.173761
11;Архангельская область;11А-004;Архангельск - Белогорский - Пинега - Кимжа - Мезень;Региональная или межмуниципальная дорога общего пользования;11642000;СЗФО, Архангельская область, Мезенский район;Опрокидывание;20180719;22:10:00;Несоответствие скорости конкретным условиям движения;1;0;1;12;65.25182;43.872871
92;Республика Татарстан;16К-1554;Набережные Челны - Бурды;Региональная или межмуниципальная дорога общего пользования;92657000;ПФО, Республика Татарстан, Тукаевский район;Столкновение;20180719;22:00:00;Несоблюдение очередности проезда;5;0;2;6;55.651503;52.274516
29;Калужская область;;Ферзиково - Дугна - 1Р 132 Калуга - Тула - Михайлов-Рязань;Региональная или межмуниципальная дорога общего пользования;29644403121;ЦФО, Калужская область, Ферзиковский район, Богданинский, с Дупли;Съезд с дороги;20180719;21:30:00;Нарушение правил расположения ТС на проезжей части;3;0;1;3;54.387568;36.867049
89;Республика Мордовия;;Ковылкино-Краснослободск-Ельники-Первомайск;Региональная или межмуниципальная дорога общего пользования;89634000;ПФО, Республика Мордовия, Краснослободский район;Наезд на велосипедиста;20180719;21:15:00;Другие нарушения ПДД водителями, Несоблюдение очередности проезда;2;0;2;2;54.444348;43.774756
1;Алтайский край;;Раздольное - Разумовка - Тизек;Региональная или межмуниципальная дорога общего пользования;1636000;СФО, Алтайский край, Родинский район;Столкновение;20180719;21:05:00;Нарушение правил расположения ТС на проезжей части;2;0;2;2;52.492188;79.876957
25;Иркутская область;Р-255;"""Сибирь"" Новосибирск - Кемерово - Красноярск – Иркутск (основное направление)";Федеральная дорога общего пользования;25628000;СФО, Иркутская область, Нижнеудинский район;Съезд с дороги;20180719;20:50:00;Другие нарушения ПДД водителями;2;0;1;2;55.563495;98.619568
97;Чувашская Республика — Чувашия;М-7;"""Волга"" Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление)";Федеральная дорога общего пользования;97644000;ПФО, Чувашская Республика - Чувашия, Чебоксарский район;Столкновение;20180719;20:50:00;Неправильный выбор дистанции;3;0;4;5;56.080969;47.143493
35;Республика Крым;35К-016;Нижнегорский - Белогорск;Региональная или межмуниципальная дорога общего пользования;;ЮФО, Республика Крым, Нижнегорский район;Столкновение;20180719;20:35:00;Несоблюдение очередности проезда;3;0;2;3;45.402638;34.74143
17;Владимирская область;;Покров - Новоселово - Киржач;Региональная или межмуниципальная дорога общего пользования;17630000;ЦФО, Владимирская область, Киржачский район;Наезд на препятствие;20180719;20:20:00;Несоответствие скорости конкретным условиям движения;1;0;1;2;56.111197;38.989631
91;Карачаево-Черкесская Республика;;Пятигорск-Карачаевск;Региональная или межмуниципальная дорога общего пользования;91615000;СКФО, Карачаево-Черкесская Республика, Карачаевский район;Наезд на препятствие;20180719;20:20:00;Нарушение правил расположения ТС на проезжей части;1;0;1;12;43.764353;42.110767
26;Республика Ингушетия;;Назрань-Малгобек-Н. Курп-Терек;Региональная или межмуниципальная дорога общего пользования;;СКФО, Республика Ингушетия, Малгобекский, Верхние Ачалуки;Наезд на пешехода;20180719;20:10:00;Несоответствие скорости конкретным условиям движения;4;0;1;5;43.345803;44.69543
65;Свердловская область;Р-242;Пермь - Екатеринбург;Федеральная дорога общего пользования;65628000;УФО, Свердловская область, Нижнесергинский район;Столкновение;20180719;19:55:00;Несоблюдение очередности проезда;6;0;2;5;56.829383;59.023275
11;Архангельская область;М-8;Подъезд к г. Северодвинск от а/д М-8;Федеральная дорога общего пользования;11652000;СЗФО, Архангельская область, Приморский район;Столкновение;20180719;19:50:00;Выезд на полосу встречного движения;1;0;2;2;64.532243;40.258112
15;Брянская область;;УНЕЧА-СУРАЖ;Региональная или межмуниципальная дорога общего пользования;15654000;ЦФО, Брянская область, Суражский район;Столкновение;20180719;19:30:00;Неправильный выбор дистанции;2;0;3;3;52.974643;32.491121
76;Забайкальский край;Р-258;"""Байкал"" Иркутск - Улан-Удэ - Чита";Федеральная дорога общего пользования;76646000;СФО, Забайкальский край, Улетовский район;Столкновение;20180719;19:20:00;Выезд на полосу встречного движения;3;0;2;5;51.5014;112.7858
90;Республика Северная Осетия — Алания;;Луковская-Садовый;Региональная или межмуниципальная дорога общего пользования;90630000;СКФО, Республика Северная Осетия-Алания, Моздокский район;Опрокидывание;20180719;19:20:00;Превышение установленной скорости движения;1;0;1;12;43.768243;44.582165
73;Ульяновская область;А-151;Цивильск - Ульяновск;Федеральная дорога общего пользования;73654000;ПФО, Ульяновская область, Цильнинский район;Столкновение;20180719;19:15:00;Несоблюдение очередности проезда;3;0;2;4;54.523485;47.987723
73;Ульяновская область;;Ульяновск-Красный Яр;Региональная или межмуниципальная дорога общего пользования;;ПФО, Ульяновская область, Ульяновск, Заволжский;Наезд на стоящее ТС;20180719;19:13:00;Другие нарушения ПДД водителями;1;0;2;3;54.326685;48.561373
80;Республика Башкортостан;;"""Иные дороги """"Башкиравтодора""""""";Региональная или межмуниципальная дорога общего пользования;80651000;ПФО, Республика Башкортостан, Туймазинский район;Столкновение;20180719;19:05:00;Неправильный выбор дистанции;1;0;3;3;54.442146;53.839273
63;Саратовская область;;"""автоподъезд к г. Вольску от автомобильной дороги """"Сызрань - Саратов - Волгоград""""""";Региональная или межмуниципальная дорога общего пользования;63611000;ПФО, Саратовская область, Вольский район;Наезд на пешехода;20180719;18:45:00;Другие нарушения ПДД водителями;2;0;1;2;52.07402;47.386136
94;Удмуртская Республика;;Кизнер-Ст. Копки-Гыбдан -Ягул 1,3;Региональная или межмуниципальная дорога общего пользования;94626000;ПФО, Удмуртская Республика, Кизнерский район;Столкновение;20180719;18:45:00;Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия;1;0;2;2;56.358534;51.553667
75;Челябинская область;;Н.САНАРКА-ЧКАЛОВО-БЕРЛИНСКИЙ;Региональная или межмуниципальная дорога общего пользования;75654000;УФО, Челябинская область, Троицкий район;Столкновение;20180719;18:40:00;Выезд на полосу встречного движения;1;0;2;2;54.000681;61.210048
70;Тульская область;Р-132;Калуга - Тула - Михайлов - Рязань;Федеральная дорога общего пользования;70612000;ЦФО, Тульская область, Веневский район;Столкновение;20180719;18:35:00;Выезд на полосу встречного движения;2;1;2;4;54.337352;38.244331
65;Свердловская область;;г.Камышлов - г.Ирбит - г.Туринск - г.Тавда;Региональная или межмуниципальная дорога общего пользования;65711000;УФО, Свердловская область, Ирбитский район;Столкновение;20180719;18:35:00;Неправильный выбор дистанции;1;0;2;2;57.549493;62.767811
19;Вологодская область;А-119;"Вологда - Медвежьегорск - автомобильная дорога Р-21 ""Кола""";Федеральная дорога общего пользования;19620000;СЗФО, Вологодская область, Вологодский район;Наезд на пешехода;20180719;18:10:00;Нарушение правил проезда пешеходного перехода;0;1;1;2;59.367177;39.671931
45;Москва;;Третье транспортное кольцо - внешняя сторона;Региональная или межмуниципальная дорога общего пользования;45915000;ЦФО, Москва, Южный АО, Донской;Столкновение;20180719;18:02:00;Неправильный выбор дистанции;1;0;2;2;55.705632;37.591996
86;Республика Карелия;А-121;"""Сортавала"" Санкт-Петербург - Сортавала - автомобильная дорога Р-21 ""Кола""";Федеральная дорога общего пользования;86633000;СЗФО, Республика Карелия, Питкярантский район;Столкновение;20180719;18:01:00;Нарушение правил обгона;3;0;2;4;61.759937;30.825684
60;Ростовская область;;автомобильная дорога ст.Егорлыкская - г.Сальск;Региональная или межмуниципальная дорога общего пользования;60656000;ЮФО, Ростовская область, Целинский район;Наезд на препятствие;20180719;18:00:00;Другие нарушения ПДД водителями;1;0;2;12;46.532431;40.984089
37;Курганская область;;Шадринск - Ялуторовск;Региональная или межмуниципальная дорога общего пользования;37640000;УФО, Курганская область, Шатровский район;Опрокидывание;20180719;18:00:00;Несоответствие скорости конкретным условиям движения, Выезд на полосу встречного движения;1;0;1;2;56.437231;65.060477
3;Краснодарский край;;г.Темрюк-г.Краснодар-г.Кропоткин-граница Ставропольского края;Региональная или межмуниципальная дорога общего пользования;3623000;ЮФО, Краснодарский край, Красноармейский район;Столкновение;20180719;18:00:00;Несоблюдение очередности проезда;1;2;5;3;45.237472;38.176718
41;Ленинградская область;Р-23;Санкт-Петербург - Псков - Пустошка - Невель - граница с Республикой Белоруссия (основное направление);Федеральная дорога общего пользования;;СЗФО, Ленинградская область, Гатчинский район, Большеколпанская, д Большие Колпаны;Столкновение;20180719;17:50:00;Разворот в местах, где разворот запрещён;1;0;3;2;59.520846;30.066233
15;Брянская область;;ЮГО-ЗАПАДНЫЙ ОБХОД Г.БРЯНСКА;Региональная или межмуниципальная дорога общего пользования;15608000;ЦФО, Брянская область, Брянский район;Столкновение;20180719;17:45:00;Несоблюдение очередности проезда;1;0;2;2;53.276197;34.206877
73;Ульяновская область;;Димитровград-Старая Сахча;Региональная или межмуниципальная дорога общего пользования;73622000;ПФО, Ульяновская область, Мелекесский район;Столкновение;20180719;17:40:00;Выезд на полосу встречного движения в местах, где это запрещено;2;0;2;3;54.267054;49.714851
5;Приморский край;А-370;"""Уссури"" Хабаровск - Владивосток";Федеральная дорога общего пользования;5723000;ДФО, Приморский край, Уссурийск (городской округ);Съезд с дороги;20180719;17:40:00;Другие нарушения ПДД водителями;1;0;1;2;43.87717;131.959898
82;Республика Дагестан;;Бабаюрт-Гребенская;Региональная или межмуниципальная дорога общего пользования;82607000;СКФО, Республика Дагестан, Бабаюртовский район;Столкновение;20180719;17:35:00;Выезд на полосу встречного движения;3;0;2;4;43.597425;46.764046
3;Краснодарский край;Р-217;"""Кавказ"" автомобильная дорога М-4 ""Дон"" - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление)";Федеральная дорога общего пользования;3634000;ЮФО, Краснодарский край, Новокубанский район;Столкновение;20180719;17:30:00;Нарушение правил расположения ТС на проезжей части;1;0;2;2;45.121052;40.928621
61;Рязанская область;;Тамбов-Шацк;Региональная или межмуниципальная дорога общего пользования;61656000;ЦФО, Рязанская область, Шацкий район;Столкновение;20180719;17:30:00;Нарушение правил обгона, Выезд на полосу встречного движения;2;0;2;3;53.977708;41.703587
42;Липецкая область;42К-043;Липецк-Усмань;Региональная или межмуниципальная дорога общего пользования;42648000;ЦФО, Липецкая область, Усманский район;Столкновение;20180719;17:30:00;Нарушение правил обгона, Выезд на полосу встречного движения;1;0;2;2;52.101154;39.723923
63;Саратовская область;Р-22;«Каспий» - автомобильная дорога М-4 «Дон» - Тамбов - Волгоград - Астрахань (подъезд к г. Саратову)»;Федеральная дорога общего пользования;63608000;ПФО, Саратовская область, Балашовский район;Столкновение;20180719;17:20:00;Неправильный выбор дистанции;1;2;3;4;51.5011;43.5269
94;Удмуртская Республика;;Ижевск-Воткинск 58 км;Региональная или межмуниципальная дорога общего пользования;94608000;ПФО, Удмуртская Республика, Воткинский район;Столкновение;20180719;17:15:00;Несоблюдение очередности проезда;1;0;2;2;56.998434;53.83682
41;Ленинградская область;;Зуево - Новая Ладога;Региональная или межмуниципальная дорога общего пользования;41624000;СЗФО, Ленинградская область, Киришский район;Опрокидывание;20180719;17:15:00;Другие нарушения ПДД водителями;1;0;1;12;59.445293;31.913309
69;Томская область;;Кузовлево-Светлый;Региональная или межмуниципальная дорога общего пользования;;СФО, Томская область, Томск, Октябрьский;Столкновение;20180719;17:15:00;Несоблюдение очередности проезда;1;1;2;3;56.578752;85.114238
52;Омская область;;Подъезд к деревне Гауф;Региональная или межмуниципальная дорога общего пользования;52601000;СФО, Омская область, Азовский Немецкий Национальный район;Наезд на препятствие;20180719;17:00:00;Другие нарушения ПДД водителями;2;0;1;3;54.773248;73.372933
1;Алтайский край;;Змеиногорск - Рубцовск - Волчиха - Михайловское - Кулунда - Бурла - граница Новосибирской области;Региональная или межмуниципальная дорога общего пользования;;СФО, Алтайский край, Славгородский район;Наезд на препятствие;20180719;16:53:00;Нарушение правил расположения ТС на проезжей части;2;0;1;3;52.893681;78.716869
19;Вологодская область;;ШЕКСНА-СИЗЬМА;Региональная или межмуниципальная дорога общего пользования;19658000;СЗФО, Вологодская область, Шекснинский район;Столкновение;20180719;16:46:00;Несоблюдение очередности проезда;2;0;2;2;59.222889;38.5742
46;Московская область;М-7;"""Волга"" Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление)";Федеральная дорога общего пользования;46639000;ЦФО, Московская область, Ногинский район;Столкновение;20180719;16:40:00;Неправильный выбор дистанции;1;0;2;2;55.82038;38.172984
86;Республика Карелия;;ПЕТРОЗАВОДСК-СУОЯРВИ;Региональная или межмуниципальная дорога общего пользования;86639000;СЗФО, Республика Карелия, Пряжинский район;Съезд с дороги;20180719;16:40:00;Иные нарушения ПДД пассажирами, Другие нарушения ПДД водителями;1;0;1;2;61.8733;33.513687
93;Республика Тыва;;Кызыл-Эрзин-граница с Монголией;Региональная или межмуниципальная дорога общего пользования;93658000;СФО, Республика Тыва, Эрзинский кожуун;Столкновение;20180719;16:35:00;Неправильный выбор дистанции;1;0;2;3;50.2794;95.1406
4;Красноярский край;Р-255;"""Сибирь"" Новосибирск - Кемерово - Красноярск – Иркутск (основное направление)";Федеральная дорога общего пользования;4614000;СФО, Красноярский край, Емельяновский район;Столкновение;20180719;16:25:00;Неправильный выбор дистанции;1;0;2;3;56.207504;92.289684
80;Республика Башкортостан;;Белорецк-Учалы-Миасс(Казаккулово,Уральск,Учалы,Каримово);Региональная или межмуниципальная дорога общего пользования;80653000;ПФО, Республика Башкортостан, Учалинский район;Столкновение;20180719;16:20:00;Нарушение правил расположения ТС на проезжей части, Выезд на полосу встречного движения;2;0;2;2;54.351304;59.385781
49;Новгородская область;49К-1127;Великий Новгород - Сергово - Борки;Региональная или межмуниципальная дорога общего пользования;49625000;СЗФО, Новгородская область, Новгородский район;Столкновение;20180719;16:15:00;Нарушение правил расположения ТС на проезжей части;12;0;2;8;58.405911;31.175154
32;Кемеровская область;;Кузедеево-Мундыбаш-Таштагол;Региональная или межмуниципальная дорога общего пользования;32627000;СФО, Кемеровская область, Таштагольский район;Наезд на пешехода;20180719;16:15:00;Иные нарушения ПДД пешеходом;0;1;1;2;53.04576;87.656329
25;Иркутская область;А-331;"""Вилюй"" Тулун - Братск - Усть-Кут - Мирный - Якутск";Федеральная дорога общего пользования;;СФО, Иркутская область, Братск, Центральный;Столкновение;20180719;16:10:00;Несоблюдение очередности проезда;1;0;3;3;56.177094;101.597475
46;Московская область;;Москва-Егорьевск-Тума-Касимов;Региональная или межмуниципальная дорога общего пользования;46648407116;ЦФО, Московская область, Раменский район, Вялковский, д Вялки;Столкновение;20180719;16:10:00;Выезд на полосу встречного движения;2;0;2;3;55.653645;38.094621
53;Оренбургская область;53К-2105000;Чебеньки - Троицкое;Региональная или межмуниципальная дорога общего пользования;53640000;ПФО, Оренбургская область, Сакмарский район;Опрокидывание;20180719;16:00:00;Другие нарушения ПДД водителями;1;0;1;12;52.0956;55.8056
41;Ленинградская область;Р-21;"""Кола"" Санкт-Петербург - Петрозаводск - Мурманск - Печенга - граница с Королевством Норвегия (основное направление)";Федеральная дорога общего пользования;41612000;СЗФО, Ленинградская область, Всеволожский район;Опрокидывание;20180719;15:35:00;Превышение установленной скорости движения;1;0;1;12;59.890126;30.634528
57;Пермский край;;Семсовхоз-Кишерть-Кр.Яр;Региональная или межмуниципальная дорога общего пользования;57624000;ПФО, Пермский край, Кишертский район;Наезд на велосипедиста;20180719;15:30:00;Другие нарушения ПДД водителями;2;0;2;2;57.345421;57.263596
17;Владимирская область;М-7;Подъезд к городу Иваново от а/д М-7;Федеральная дорога общего пользования;;ЦФО, Владимирская область, Владимир, Октябрьский;Столкновение;20180719;15:25:00;Несоблюдение очередности проезда;1;0;2;2;56.161815;40.379959
42;Липецкая область;М-4;Платные участки от Москвы через Воронеж, Ростов-на-Дону, Краснодар до Новороссийска;Федеральная дорога общего пользования;42642000;ЦФО, Липецкая область, Становлянский район;Наезд на препятствие;20180719;15:20:00;Другие нарушения ПДД водителями;4;0;2;4;52.89881;38.2236
38;Курская область;Р-298;"Курск - Воронеж - автомобильная дорога Р-22 ""Каспий""";Федеральная дорога общего пользования;38606000;ЦФО, Курская область, Горшеченский район;Столкновение;20180719;15:15:00;Другие нарушения ПДД водителями;1;0;3;2;51.61747;37.793698
84;Республика Алтай;;Усть-Сема-Чемал-Куюс;Региональная или межмуниципальная дорога общего пользования;84643000;СФО, Республика Алтай, Чемальский район;Столкновение;20180719;15:10:00;Нарушение правил обгона;4;0;2;6;51.573391;85.868689
68;Тамбовская область;Р-22;"«Каспий» автомобильная дорога М-4 ""Дон"" - Тамбов - Волгоград – Астрахань (основное направление)";Федеральная дорога общего пользования;68640000;ЦФО, Тамбовская область, Тамбовский район;Наезд на велосипедиста;20180719;15:10:00;;1;0;3;2;52.713601;41.302199
35;Республика Крым;35А-002;Граница с Украиной - Симферополь - Алушта - Ялта;Региональная или межмуниципальная дорога общего пользования;;ЮФО, Республика Крым, Симферопольский район;Наезд на стоящее ТС;20180719;15:10:00;Превышение установленной скорости движения;2;0;2;3;44.764424;34.342425
49;Новгородская область;М-10;"""Россия"" Москва - Тверь - Великий Новгород - Санкт-Петербург (основное направление)";Федеральная дорога общего пользования;49625000;СЗФО, Новгородская область, Новгородский район;Наезд на стоящее ТС;20180719;15:07:00;Неправильный выбор дистанции;1;0;2;3;58.439984;31.791902
70;Тульская область;Р-132;Калуга - Тула - Михайлов - Рязань;Федеральная дорога общего пользования;70612000;ЦФО, Тульская область, Веневский район;Столкновение;20180719;15:00:00;Выезд на полосу встречного движения;2;0;2;3;54.337352;38.244342
36;Самарская область;;Краснооктябрьский - Костино - Хасьяново;Региональная или межмуниципальная дорога общего пользования;36610000;ПФО, Самарская область, Большечерниговский район;Съезд с дороги;20180719;14:57:00;Другие нарушения ПДД водителями;1;0;1;12;52.171445;51.187707
3;Краснодарский край;А-147;Джубга - Сочи - граница с Республикой Абхазия;Федеральная дорога общего пользования;3655101;ЮФО, Краснодарский край, Туапсинский район, Туапсе;Столкновение;20180719;14:55:00;Неправильный выбор дистанции;3;0;4;7;44.10006;39.11342
56;Пензенская область;;"""Автодорога """"М-5 """"Урал"""" - г. Городище - с. Архангельское""""""";Региональная или межмуниципальная дорога общего пользования;56618431;ПФО, Пензенская область, Городищенский район, Русско-Ишимский;Столкновение;20180719;14:50:00;Выезд на полосу встречного движения в местах, где это запрещено, Несоответствие скорости конкретным условиям движения;4;0;3;4;53.274286;45.660832
7;Ставропольский край;;Михайловск - Казинка - Грачевка км 0000 - 29144;Региональная или межмуниципальная дорога общего пользования;7617422101;СКФО, Ставропольский край, Грачевский район, Тугулукский, с Тугулук;Опрокидывание;20180719;14:45:00;Нарушение правил расположения ТС на проезжей части;1;0;1;12;45.336016;42.243848
97;Чувашская Республика — Чувашия;М-7;"""Волга"" Москва - Владимир - Нижний Новгород - Казань - Уфа (основное направление)";Федеральная дорога общего пользования;97644000;ПФО, Чувашская Республика - Чувашия, Чебоксарский район;Столкновение;20180719;14:35:00;Нарушение правил расположения ТС на проезжей части, Несоблюдение очередности проезда;1;0;2;2;56.047188;47.28771
17;Владимирская область;;Владимир - Муром - Арзамас;Региональная или межмуниципальная дорога общего пользования;17652000;ЦФО, Владимирская область, Судогодский район;Наезд на препятствие;20180719;14:30:00;Несоответствие скорости конкретным условиям движения;2;0;1;2;56.080658;40.471702
12;Астраханская область;;Автодорога Сеитовка - Ватажное - граница Казахстана;Региональная или межмуниципальная дорога общего пользования;12630000;ЮФО, Астраханская область, Красноярский район;Столкновение;20180719;14:05:00;Несоблюдение очередности проезда;1;0;2;3;46.574026;48.31653
28;Тверская область;;Калязин-Кашин-Горицы-Кушалино;Региональная или межмуниципальная дорога общего пользования;28647000;ЦФО, Тверская область, Рамешковский район;Наезд на стоящее ТС;20180719;13:55:00;Иные нарушения ПДД пассажирами, Нарушение правил расположения ТС на проезжей части;0;3;3;4;57.128798;36.140106
